Gads,Pasv_nos,Pasv_ATVK,Ter_ied_vien_nos,Ter_ied_vien_ATVK,Iedz_skaits,Iedz_skaits_0_6,Iedz_skaits_7_14,Iedz_skaits_15_18,Iedz_skaits_19_24,Iedz_skaits_25_49,Iedz_skaits_50_61,Iedz_skaits_62_74,Iedz_skaits_75_un_vec,Siev_skaits,Siev_skaits_0_6,Siev_skaits_7_14,Siev_skaits_15_18,Siev_skaits_19_24,Siev_skaits_25_49,Siev_skaits_50_61,Siev_skaits_62_74,Siev_skaits_75_un_vec,Vir_skaits,Vir_skaits_0_6,Vir_skaits_7_14,Vir_skaits_15_18,Vir_skaits_19_24,Vir_skaits_25_49,Vir_skaits_50_61,Vir_skaits_62_74,Vir_skaits_75_un_vec
2026,"RĪGA","001000","RĪGA","001000",659415,35440,53770,27940,43512,231202,100156,100758,66637,358228,17197,26126,13671,20971,115372,54499,62359,48033,301187,18243,27644,14269,22541,115830,45657,38399,18604
2026,"DAUGAVPILS","002000","DAUGAVPILS","002000",84609,4187,7520,3843,4504,25403,15006,14835,9311,46596,2067,3611,1846,2208,12596,8172,9237,6859,38013,2120,3909,1997,2296,12807,6834,5598,2452
2026,"JELGAVA","003000","JELGAVA","003000",59441,3815,5963,3059,3674,19838,9223,8456,5413,31253,1874,2869,1560,1843,9287,4792,5169,3859,28188,1941,3094,1499,1831,10551,4431,3287,1554
2026,"JŪRMALA","004000","JŪRMALA","004000",60329,2863,4763,2568,3504,19624,10710,10194,6103,32434,1424,2343,1248,1722,9870,5648,5961,4218,27895,1439,2420,1320,1782,9754,5062,4233,1885
2026,"LIEPĀJA","005000","LIEPĀJA","005000",71789,4387,6545,3380,4660,22873,11481,11105,7358,38887,2098,3134,1649,2306,11271,6142,6834,5453,32902,2289,3411,1731,2354,11602,5339,4271,1905
2026,"RĒZEKNE","006000","RĒZEKNE","006000",27742,1390,2397,1267,1637,8371,4740,5067,2873,15370,653,1186,614,785,4123,2658,3174,2177,12372,737,1211,653,852,4248,2082,1893,696
2026,"VENTSPILS","007000","VENTSPILS","007000",34909,1816,2925,1596,1985,10493,6086,6002,4006,18962,885,1433,802,984,5195,3212,3622,2829,15947,931,1492,794,1001,5298,2874,2380,1177
2026,"AIZKRAUKLES NOVADS","020000","AIZKRAUKLE","020200",6972,351,576,258,415,2098,1144,1351,779,3778,166,259,133,187,984,640,865,544,3194,185,317,125,228,1114,504,486,235
2026,"AIZKRAUKLES NOVADS","020000","JAUNJELGAVA","020210",1746,101,150,68,110,513,294,317,193,890,52,72,33,49,228,135,188,133,856,49,78,35,61,285,159,129,60
2026,"AIZKRAUKLES NOVADS","020000","KOKNESE","020220",2490,146,217,89,131,756,425,417,309,1339,74,98,46,68,353,222,255,223,1151,72,119,43,63,403,203,162,86
2026,"AIZKRAUKLES NOVADS","020000","PĻAVIŅAS","020230",2914,150,227,98,174,882,525,566,292,1508,73,102,51,80,378,278,339,207,1406,77,125,47,94,504,247,227,85
2026,"AIZKRAUKLES NOVADS","020000","AIVIEKSTES PAGASTS","020400",556,28,32,21,33,158,122,98,64,267,9,17,14,19,61,55,51,41,289,19,15,7,14,97,67,47,23
2026,"AIZKRAUKLES NOVADS","020000","AIZKRAUKLES PAGASTS","020410",934,50,71,36,64,297,171,161,84,474,28,36,19,33,129,79,91,59,460,22,35,17,31,168,92,70,25
2026,"AIZKRAUKLES NOVADS","020000","BEBRU PAGASTS","020420",1008,56,103,63,69,312,155,163,87,507,24,53,30,31,138,81,91,59,501,32,50,33,38,174,74,72,28
2026,"AIZKRAUKLES NOVADS","020000","DAUDZESES PAGASTS","020430",894,61,79,33,50,275,141,184,71,415,25,34,15,23,109,67,88,54,479,36,45,18,27,166,74,96,17
2026,"AIZKRAUKLES NOVADS","020000","IRŠU PAGASTS","020440",424,18,29,24,37,128,73,77,38,205,9,14,10,21,52,43,32,24,219,9,15,14,16,76,30,45,14
2026,"AIZKRAUKLES NOVADS","020000","JAUNJELGAVAS PAGASTS","020450",75,4,9,4,0,23,12,16,7,32,3,6,0,0,8,5,6,4,43,1,3,4,0,15,7,10,3
2026,"AIZKRAUKLES NOVADS","020000","KLINTAINES PAGASTS","020460",626,30,47,14,28,204,123,107,73,294,11,31,7,12,84,50,54,45,332,19,16,7,16,120,73,53,28
2026,"AIZKRAUKLES NOVADS","020000","KOKNESES PAGASTS","020470",1034,70,109,37,63,313,190,161,91,514,36,55,21,29,131,91,83,68,520,34,54,16,34,182,99,78,23
2026,"AIZKRAUKLES NOVADS","020000","MAZZALVES PAGASTS","020480",907,41,45,28,36,279,192,194,92,436,21,22,16,15,107,98,92,65,471,20,23,12,21,172,94,102,27
2026,"AIZKRAUKLES NOVADS","020000","NERETAS PAGASTS","020490",1295,53,93,53,61,391,251,244,149,652,27,52,27,29,153,119,138,107,643,26,41,26,32,238,132,106,42
2026,"AIZKRAUKLES NOVADS","020000","PILSKALNES PAGASTS","020500",297,10,11,5,10,100,62,75,24,129,4,1,2,6,40,21,41,14,168,6,10,3,4,60,41,34,10
2026,"AIZKRAUKLES NOVADS","020000","SECES PAGASTS","020510",863,49,68,31,58,296,159,141,61,419,26,33,17,28,130,76,71,38,444,23,35,14,30,166,83,70,23
2026,"AIZKRAUKLES NOVADS","020000","SĒRENES PAGASTS","020520",776,48,71,35,41,238,159,137,47,369,20,23,21,23,112,72,63,35,407,28,48,14,18,126,87,74,12
2026,"AIZKRAUKLES NOVADS","020000","SKRĪVERU PAGASTS","020530",3342,184,318,163,167,998,572,563,377,1699,97,139,74,87,450,274,313,265,1643,87,179,89,80,548,298,250,112
2026,"AIZKRAUKLES NOVADS","020000","STABURAGA PAGASTS","020540",341,20,20,11,12,109,61,71,37,164,10,13,4,3,48,23,37,26,177,10,7,7,9,61,38,34,11
2026,"AIZKRAUKLES NOVADS","020000","SUNĀKSTES PAGASTS","020550",371,15,11,15,23,105,86,71,45,173,7,4,4,10,40,38,35,35,198,8,7,11,13,65,48,36,10
2026,"AIZKRAUKLES NOVADS","020000","VIETALVAS PAGASTS","020560",661,36,61,26,36,198,109,137,58,323,18,34,10,19,76,48,74,44,338,18,27,16,17,122,61,63,14
2026,"AIZKRAUKLES NOVADS","020000","ZALVES PAGASTS","020570",498,15,36,14,18,168,101,106,40,244,8,17,8,9,60,55,56,31,254,7,19,6,9,108,46,50,9
2026,"ALŪKSNES NOVADS","021000","ALŪKSNE","021200",6546,310,514,277,349,1972,1166,1177,781,3513,144,252,136,163,928,620,712,558,3033,166,262,141,186,1044,546,465,223
2026,"ALŪKSNES NOVADS","021000","ALSVIĶU PAGASTS","021400",1186,64,87,42,61,372,244,202,114,576,39,45,19,30,149,110,104,80,610,25,42,23,31,223,134,98,34
2026,"ALŪKSNES NOVADS","021000","ANNAS PAGASTS","021410",392,24,42,18,18,135,54,68,33,200,12,23,7,10,64,23,35,26,192,12,19,11,8,71,31,33,7
2026,"ALŪKSNES NOVADS","021000","ILZENES PAGASTS","021420",263,4,12,12,16,72,67,55,25,118,2,3,6,6,25,33,27,16,145,2,9,6,10,47,34,28,9
2026,"ALŪKSNES NOVADS","021000","JAUNALŪKSNES PAGASTS","021430",932,43,82,35,54,281,194,160,83,438,21,30,14,27,121,86,83,56,494,22,52,21,27,160,108,77,27
2026,"ALŪKSNES NOVADS","021000","JAUNANNAS PAGASTS","021440",421,22,37,16,13,133,92,69,39,221,14,12,7,9,62,46,39,32,200,8,25,9,4,71,46,30,7
2026,"ALŪKSNES NOVADS","021000","JAUNLAICENES PAGASTS","021450",389,24,34,18,26,119,88,54,26,194,13,16,10,10,52,44,28,21,195,11,18,8,16,67,44,26,5
2026,"ALŪKSNES NOVADS","021000","KALNCEMPJU PAGASTS","021460",162,10,12,6,7,43,37,31,16,87,4,6,5,5,18,18,17,14,75,6,6,1,2,25,19,14,2
2026,"ALŪKSNES NOVADS","021000","LIEPNAS PAGASTS","021470",904,24,41,28,175,348,126,93,69,325,10,18,9,42,94,62,42,48,579,14,23,19,133,254,64,51,21
2026,"ALŪKSNES NOVADS","021000","MALIENAS PAGASTS","021480",338,23,21,18,30,96,76,48,26,156,10,7,10,14,37,33,25,20,182,13,14,8,16,59,43,23,6
2026,"ALŪKSNES NOVADS","021000","MĀLUPES PAGASTS","021490",514,23,34,21,26,123,116,88,83,271,13,17,16,14,53,57,45,56,243,10,17,5,12,70,59,43,27
2026,"ALŪKSNES NOVADS","021000","MĀRKALNES PAGASTS","021500",304,20,19,12,19,105,53,50,26,136,8,7,6,11,37,17,30,20,168,12,12,6,8,68,36,20,6
2026,"ALŪKSNES NOVADS","021000","PEDEDZES PAGASTS","021510",510,12,34,28,32,158,109,83,54,240,8,16,15,14,60,54,35,38,270,4,18,13,18,98,55,48,16
2026,"ALŪKSNES NOVADS","021000","VECLAICENES PAGASTS","021520",305,7,19,9,8,107,66,66,23,154,5,8,6,2,45,37,32,19,151,2,11,3,6,62,29,34,4
2026,"ALŪKSNES NOVADS","021000","ZELTIŅU PAGASTS","021530",276,11,21,11,8,97,50,56,22,123,7,9,3,3,31,21,32,17,153,4,12,8,5,66,29,24,5
2026,"ALŪKSNES NOVADS","021000","ZIEMERA PAGASTS","021540",659,31,41,27,44,219,122,114,61,307,14,16,14,18,96,57,55,37,352,17,25,13,26,123,65,59,24
2026,"AUGŠDAUGAVAS NOVADS","022000","ILŪKSTE","022200",2137,81,177,76,112,614,404,409,264,1166,32,95,43,55,289,227,230,195,971,49,82,33,57,325,177,179,69
2026,"AUGŠDAUGAVAS NOVADS","022000","SUBATE","022210",501,10,33,19,24,145,98,114,58,251,7,16,9,11,61,44,64,39,250,3,17,10,13,84,54,50,19
2026,"AUGŠDAUGAVAS NOVADS","022000","AMBEĻU PAGASTS","022400",411,19,20,15,19,117,97,73,51,199,7,7,8,10,44,42,41,40,212,12,13,7,9,73,55,32,11
2026,"AUGŠDAUGAVAS NOVADS","022000","BEBRENES PAGASTS","022410",676,23,40,19,31,199,116,157,91,341,13,22,6,10,77,57,95,61,335,10,18,13,21,122,59,62,30
2026,"AUGŠDAUGAVAS NOVADS","022000","BIĶERNIEKU PAGASTS","022420",403,9,17,13,23,124,84,87,46,190,7,7,7,8,48,38,41,34,213,2,10,6,15,76,46,46,12
2026,"AUGŠDAUGAVAS NOVADS","022000","DEMENES PAGASTS","022430",1069,22,57,39,37,346,226,223,119,495,12,30,17,11,125,117,105,78,574,10,27,22,26,221,109,118,41
2026,"AUGŠDAUGAVAS NOVADS","022000","DUBNAS PAGASTS","022440",587,20,49,17,35,182,124,108,52,289,10,23,9,17,75,58,59,38,298,10,26,8,18,107,66,49,14
2026,"AUGŠDAUGAVAS NOVADS","022000","DVIETES PAGASTS","022450",438,15,33,8,18,121,82,102,59,208,8,18,5,5,44,34,50,44,230,7,15,3,13,77,48,52,15
2026,"AUGŠDAUGAVAS NOVADS","022000","EGLAINES PAGASTS","022460",600,13,25,20,29,186,139,118,70,298,7,10,11,13,75,73,61,48,302,6,15,9,16,111,66,57,22
2026,"AUGŠDAUGAVAS NOVADS","022000","KALKŪNES PAGASTS","022470",1813,47,83,56,89,652,358,353,175,883,26,34,26,39,287,162,187,122,930,21,49,30,50,365,196,166,53
2026,"AUGŠDAUGAVAS NOVADS","022000","KALUPES PAGASTS","022480",1064,36,49,27,55,311,234,241,111,488,14,20,13,26,114,104,117,80,576,22,29,14,29,197,130,124,31
2026,"AUGŠDAUGAVAS NOVADS","022000","LAUCESAS PAGASTS","022490",1116,30,50,27,57,378,236,236,102,518,15,22,16,20,157,103,119,66,598,15,28,11,37,221,133,117,36
2026,"AUGŠDAUGAVAS NOVADS","022000","LĪKSNAS PAGASTS","022500",962,36,51,25,46,297,186,213,108,447,21,18,11,19,113,85,105,75,515,15,33,14,27,184,101,108,33
2026,"AUGŠDAUGAVAS NOVADS","022000","MAĻINOVAS PAGASTS","022510",734,33,48,27,47,225,166,139,49,332,13,25,12,18,99,70,62,33,402,20,23,15,29,126,96,77,16
2026,"AUGŠDAUGAVAS NOVADS","022000","MEDUMU PAGASTS","022520",711,13,43,32,17,205,164,164,73,354,5,23,18,10,82,81,84,51,357,8,20,14,7,123,83,80,22
2026,"AUGŠDAUGAVAS NOVADS","022000","NAUJENES PAGASTS","022530",4272,180,294,127,219,1411,853,753,435,2200,90,139,66,102,643,426,436,298,2072,90,155,61,117,768,427,317,137
2026,"AUGŠDAUGAVAS NOVADS","022000","NĪCGALES PAGASTS","022540",527,10,38,19,21,163,96,132,48,264,7,20,8,9,72,39,73,36,263,3,18,11,12,91,57,59,12
2026,"AUGŠDAUGAVAS NOVADS","022000","PILSKALNES PAGASTS","022550",758,52,53,19,31,229,164,154,56,367,25,26,12,12,93,78,77,44,391,27,27,7,19,136,86,77,12
2026,"AUGŠDAUGAVAS NOVADS","022000","PRODES PAGASTS","022560",189,6,4,4,10,51,51,45,18,90,4,2,1,2,22,26,17,16,99,2,2,3,8,29,25,28,2
2026,"AUGŠDAUGAVAS NOVADS","022000","SALIENAS PAGASTS","022570",490,14,32,10,21,148,90,111,64,252,8,13,6,16,62,45,50,52,238,6,19,4,5,86,45,61,12
2026,"AUGŠDAUGAVAS NOVADS","022000","SKRUDALIENAS PAGASTS","022580",986,28,46,30,47,312,230,195,98,468,13,25,12,18,130,92,105,73,518,15,21,18,29,182,138,90,25
2026,"AUGŠDAUGAVAS NOVADS","022000","SVENTES PAGASTS","022590",857,25,37,33,47,255,198,155,107,431,12,15,18,25,106,96,82,77,426,13,22,15,22,149,102,73,30
2026,"AUGŠDAUGAVAS NOVADS","022000","ŠĒDERES PAGASTS","022600",737,27,42,19,34,237,145,159,74,356,17,24,6,16,87,71,90,45,381,10,18,13,18,150,74,69,29
2026,"AUGŠDAUGAVAS NOVADS","022000","TABORES PAGASTS","022610",668,12,27,20,34,221,161,137,56,320,8,15,10,16,88,70,72,41,348,4,12,10,18,133,91,65,15
2026,"AUGŠDAUGAVAS NOVADS","022000","VABOLES PAGASTS","022620",578,16,33,21,38,155,139,118,58,272,7,19,8,12,70,62,55,39,306,9,14,13,26,85,77,63,19
2026,"AUGŠDAUGAVAS NOVADS","022000","VECSALIENAS PAGASTS","022630",467,11,32,23,28,137,100,92,44,225,6,16,11,12,54,51,48,27,242,5,16,12,16,83,49,44,17
2026,"AUGŠDAUGAVAS NOVADS","022000","VIŠĶU PAGASTS","022640",1334,59,82,45,67,392,261,268,160,669,33,37,19,34,152,117,149,128,665,26,45,26,33,240,144,119,32
2026,"ĀDAŽU NOVADS","023000","ĀDAŽI","023200",7983,702,1231,504,461,2862,955,826,442,4221,338,597,258,229,1528,479,486,306,3762,364,634,246,232,1334,476,340,136
2026,"ĀDAŽU NOVADS","023000","ĀDAŽU PAGASTS","023401",5817,500,800,342,343,2015,909,597,311,2961,234,384,174,168,1018,460,309,214,2856,266,416,168,175,997,449,288,97
2026,"ĀDAŽU NOVADS","023000","CARNIKAVAS PAGASTS","023410",11312,743,1086,437,487,3912,1963,1671,1013,5591,359,514,189,220,1852,963,862,632,5721,384,572,248,267,2060,1000,809,381
2026,"BALVU NOVADS","024000","BALVI","024200",5830,290,478,222,341,1701,968,1168,662,3197,145,227,100,149,847,506,729,494,2633,145,251,122,192,854,462,439,168
2026,"BALVU NOVADS","024000","VIĻAKA","024210",1155,51,80,44,66,331,221,244,118,577,21,29,20,36,144,113,121,93,578,30,51,24,30,187,108,123,25
2026,"BALVU NOVADS","024000","BALTINAVAS PAGASTS","024400",861,42,47,31,55,256,188,157,85,410,12,22,15,21,103,89,84,64,451,30,25,16,34,153,99,73,21
2026,"BALVU NOVADS","024000","BALVU PAGASTS","024410",659,31,60,30,30,195,135,117,61,317,21,26,13,15,72,73,55,42,342,10,34,17,15,123,62,62,19
2026,"BALVU NOVADS","024000","BĒRZKALNES PAGASTS","024420",422,31,36,13,24,134,79,83,22,201,15,17,3,11,50,39,48,18,221,16,19,10,13,84,40,35,4
2026,"BALVU NOVADS","024000","BĒRZPILS PAGASTS","024430",599,26,30,24,27,164,149,100,79,291,10,11,15,8,69,67,51,60,308,16,19,9,19,95,82,49,19
2026,"BALVU NOVADS","024000","BRIEŽUCIEMA PAGASTS","024440",449,27,39,13,23,137,96,75,39,214,13,19,4,10,57,44,39,28,235,14,20,9,13,80,52,36,11
2026,"BALVU NOVADS","024000","KRIŠJĀŅU PAGASTS","024450",298,11,27,12,16,90,60,57,25,136,5,8,5,9,30,30,31,18,162,6,19,7,7,60,30,26,7
2026,"BALVU NOVADS","024000","KUBULU PAGASTS","024460",1107,46,90,38,63,324,218,217,111,527,21,40,16,29,137,97,113,74,580,25,50,22,34,187,121,104,37
2026,"BALVU NOVADS","024000","KUPRAVAS PAGASTS","024470",240,6,5,5,11,62,50,65,36,108,3,2,1,3,21,16,36,26,132,3,3,4,8,41,34,29,10
2026,"BALVU NOVADS","024000","LAZDUKALNA PAGASTS","024480",723,24,46,26,58,217,147,135,70,342,14,25,10,26,83,60,75,49,381,10,21,16,32,134,87,60,21
2026,"BALVU NOVADS","024000","LAZDULEJAS PAGASTS","024490",223,9,21,10,12,65,43,41,22,107,3,12,4,6,29,19,20,14,116,6,9,6,6,36,24,21,8
2026,"BALVU NOVADS","024000","MEDŅEVAS PAGASTS","024500",520,23,23,24,40,155,109,100,46,253,9,14,14,12,63,51,57,33,267,14,9,10,28,92,58,43,13
2026,"BALVU NOVADS","024000","RUGĀJU PAGASTS","024510",1104,57,84,60,56,335,216,205,91,550,35,45,24,30,151,99,103,63,554,22,39,36,26,184,117,102,28
2026,"BALVU NOVADS","024000","SUSĀJU PAGASTS","024520",443,20,26,14,28,120,102,84,49,216,11,18,7,21,42,38,41,38,227,9,8,7,7,78,64,43,11
2026,"BALVU NOVADS","024000","ŠĶILBĒNU PAGASTS","024530",833,53,59,30,64,238,207,110,72,408,25,31,13,32,98,95,57,57,425,28,28,17,32,140,112,53,15
2026,"BALVU NOVADS","024000","TILŽAS PAGASTS","024540",768,40,59,35,40,252,148,145,49,387,22,26,19,16,103,82,85,34,381,18,33,16,24,149,66,60,15
2026,"BALVU NOVADS","024000","VECTILŽAS PAGASTS","024550",356,16,32,17,21,112,80,50,28,166,10,10,10,9,41,41,24,21,190,6,22,7,12,71,39,26,7
2026,"BALVU NOVADS","024000","VECUMU PAGASTS","024560",353,11,22,9,21,110,76,78,26,158,2,12,4,9,44,30,37,20,195,9,10,5,12,66,46,41,6
2026,"BALVU NOVADS","024000","VĪKSNAS PAGASTS","024570",507,20,40,30,33,145,101,80,58,260,7,20,16,17,75,38,45,42,247,13,20,14,16,70,63,35,16
2026,"BALVU NOVADS","024000","ŽĪGURU PAGASTS","024580",501,15,30,17,29,152,93,121,44,259,5,19,8,14,66,46,69,32,242,10,11,9,15,86,47,52,12
2026,"BAUSKAS NOVADS","025000","BAUSKA","025200",9937,564,918,480,601,2951,1696,1674,1053,5391,277,442,233,297,1408,930,1031,773,4546,287,476,247,304,1543,766,643,280
2026,"BAUSKAS NOVADS","025000","IECAVA","025210",5528,351,500,274,326,1802,931,820,524,2946,169,264,134,162,881,480,488,368,2582,182,236,140,164,921,451,332,156
2026,"BAUSKAS NOVADS","025000","BĀRBELES PAGASTS","025400",712,38,47,35,46,243,120,116,67,357,21,23,16,23,104,64,57,49,355,17,24,19,23,139,56,59,18
2026,"BAUSKAS NOVADS","025000","BRUNAVAS PAGASTS","025410",1252,66,88,50,85,389,240,221,113,607,32,44,29,39,160,111,115,77,645,34,44,21,46,229,129,106,36
2026,"BAUSKAS NOVADS","025000","CERAUKSTES PAGASTS","025420",1325,67,122,61,95,424,235,225,96,629,35,49,25,41,178,116,113,72,696,32,73,36,54,246,119,112,24
2026,"BAUSKAS NOVADS","025000","CODES PAGASTS","025430",1473,107,115,60,81,456,242,281,131,722,52,48,29,37,213,115,139,89,751,55,67,31,44,243,127,142,42
2026,"BAUSKAS NOVADS","025000","DĀVIŅU PAGASTS","025440",603,26,52,27,42,175,141,89,51,313,17,25,14,21,82,73,49,32,290,9,27,13,21,93,68,40,19
2026,"BAUSKAS NOVADS","025000","GAILĪŠU PAGASTS","025450",1905,96,127,84,92,639,309,423,135,968,44,58,52,42,277,148,247,100,937,52,69,32,50,362,161,176,35
2026,"BAUSKAS NOVADS","025000","IECAVAS PAGASTS","025460",3018,203,289,143,203,1009,555,417,199,1420,103,129,77,88,422,248,223,130,1598,100,160,66,115,587,307,194,69
2026,"BAUSKAS NOVADS","025000","ĪSLĪCES PAGASTS","025470",2495,137,223,111,159,814,426,420,205,1246,71,109,48,66,366,214,239,133,1249,66,114,63,93,448,212,181,72
2026,"BAUSKAS NOVADS","025000","KURMENES PAGASTS","025480",490,25,30,15,31,151,85,104,49,249,13,18,8,11,68,40,53,38,241,12,12,7,20,83,45,51,11
2026,"BAUSKAS NOVADS","025000","MEŽOTNES PAGASTS","025490",1323,76,73,50,85,400,251,218,170,646,39,36,24,43,162,113,112,117,677,37,37,26,42,238,138,106,53
2026,"BAUSKAS NOVADS","025000","RUNDĀLES PAGASTS","025500",1739,123,159,70,94,548,301,285,159,873,57,70,40,38,243,163,158,104,866,66,89,30,56,305,138,127,55
2026,"BAUSKAS NOVADS","025000","SKAISTKALNES PAGASTS","025510",975,52,69,29,49,293,196,171,116,475,24,31,11,20,122,105,90,72,500,28,38,18,29,171,91,81,44
2026,"BAUSKAS NOVADS","025000","STELPES PAGASTS","025520",755,34,72,32,38,231,132,148,68,354,16,35,14,13,94,59,74,49,401,18,37,18,25,137,73,74,19
2026,"BAUSKAS NOVADS","025000","SVITENES PAGASTS","025530",675,25,46,21,42,202,125,127,87,334,10,27,8,24,79,53,74,59,341,15,19,13,18,123,72,53,28
2026,"BAUSKAS NOVADS","025000","VALLES PAGASTS","025540",853,43,69,31,59,266,156,155,74,425,19,43,10,29,109,69,90,56,428,24,26,21,30,157,87,65,18
2026,"BAUSKAS NOVADS","025000","VECSAULES PAGASTS","025550",1796,93,163,76,115,560,321,310,158,873,46,68,42,52,231,153,172,109,923,47,95,34,63,329,168,138,49
2026,"BAUSKAS NOVADS","025000","VECUMNIEKU PAGASTS","025560",3940,259,413,178,213,1283,637,604,353,2018,126,204,96,94,589,308,350,251,1922,133,209,82,119,694,329,254,102
2026,"BAUSKAS NOVADS","025000","VIESTURU PAGASTS","025570",829,47,82,41,38,275,141,135,70,389,23,34,14,17,113,61,74,53,440,24,48,27,21,162,80,61,17
2026,"CĒSU NOVADS","026000","CĒSIS","026200",15735,975,1623,690,819,5082,2489,2421,1636,8593,473,764,337,403,2518,1382,1506,1210,7142,502,859,353,416,2564,1107,915,426
2026,"CĒSU NOVADS","026000","LĪGATNE","026210",1079,73,94,30,38,359,163,186,136,561,42,42,11,14,161,82,110,99,518,31,52,19,24,198,81,76,37
2026,"CĒSU NOVADS","026000","AMATAS PAGASTS","026400",654,25,51,23,42,203,118,137,55,323,8,26,10,20,92,56,72,39,331,17,25,13,22,111,62,65,16
2026,"CĒSU NOVADS","026000","DRABEŠU PAGASTS","026410",2435,138,242,114,137,780,432,408,184,1198,69,126,58,75,345,201,206,118,1237,69,116,56,62,435,231,202,66
2026,"CĒSU NOVADS","026000","DZĒRBENES PAGASTS","026420",765,29,66,28,34,234,140,157,77,358,7,32,10,16,94,66,83,50,407,22,34,18,18,140,74,74,27
2026,"CĒSU NOVADS","026000","INEŠU PAGASTS","026430",556,18,38,24,32,182,133,93,36,270,9,18,17,12,81,62,45,26,286,9,20,7,20,101,71,48,10
2026,"CĒSU NOVADS","026000","JAUNPIEBALGAS PAGASTS","026440",1643,106,154,59,92,487,297,278,170,886,53,79,37,57,220,154,162,124,757,53,75,22,35,267,143,116,46
2026,"CĒSU NOVADS","026000","KAIVES PAGASTS","026450",279,10,17,7,16,97,44,63,25,126,6,9,2,8,37,18,30,16,153,4,8,5,8,60,26,33,9
2026,"CĒSU NOVADS","026000","LIEPAS PAGASTS","026460",2790,177,219,110,155,848,524,460,297,1449,80,97,50,72,389,285,257,219,1341,97,122,60,83,459,239,203,78
2026,"CĒSU NOVADS","026000","LĪGATNES PAGASTS","026470",2238,143,175,97,121,754,357,383,208,1112,76,80,41,56,328,174,210,147,1126,67,95,56,65,426,183,173,61
2026,"CĒSU NOVADS","026000","MĀRSNĒNU PAGASTS","026480",723,42,76,29,40,239,125,116,56,353,19,31,12,25,108,60,54,44,370,23,45,17,15,131,65,62,12
2026,"CĒSU NOVADS","026000","NĪTAURES PAGASTS","026490",711,39,57,33,39,236,138,117,52,349,21,26,19,18,106,63,62,34,362,18,31,14,21,130,75,55,18
2026,"CĒSU NOVADS","026000","PRIEKUĻU PAGASTS","026500",3929,239,352,149,221,1240,691,637,400,2036,119,182,75,95,573,353,361,278,1893,120,170,74,126,667,338,276,122
2026,"CĒSU NOVADS","026000","RAISKUMA PAGASTS","026510",1454,79,129,57,77,460,281,232,139,720,42,64,31,28,208,132,116,99,734,37,65,26,49,252,149,116,40
2026,"CĒSU NOVADS","026000","SKUJENES PAGASTS","026520",748,39,64,24,44,222,128,132,95,368,20,39,8,14,99,61,59,68,380,19,25,16,30,123,67,73,27
2026,"CĒSU NOVADS","026000","STALBES PAGASTS","026530",998,64,82,36,62,327,174,162,91,476,27,32,16,32,135,83,84,67,522,37,50,20,30,192,91,78,24
2026,"CĒSU NOVADS","026000","STRAUPES PAGASTS","026540",1312,92,123,45,66,406,230,213,137,636,44,52,20,33,181,109,104,93,676,48,71,25,33,225,121,109,44
2026,"CĒSU NOVADS","026000","TAURENES PAGASTS","026550",703,32,49,30,39,216,137,127,73,339,21,23,12,17,92,67,63,44,364,11,26,18,22,124,70,64,29
2026,"CĒSU NOVADS","026000","VAIVES PAGASTS","026560",1440,90,156,75,75,467,247,225,105,686,40,75,34,32,197,116,124,68,754,50,81,41,43,270,131,101,37
2026,"CĒSU NOVADS","026000","VECPIEBALGAS PAGASTS","026570",1199,50,86,43,55,357,223,243,142,589,25,45,22,21,157,107,114,98,610,25,41,21,34,200,116,129,44
2026,"CĒSU NOVADS","026000","VESELAVAS PAGASTS","026580",487,21,37,17,25,149,93,92,53,235,8,12,9,9,68,50,46,33,252,13,25,8,16,81,43,46,20
2026,"CĒSU NOVADS","026000","ZAUBES PAGASTS","026590",715,42,64,20,44,228,146,95,76,320,24,22,9,15,92,60,50,48,395,18,42,11,29,136,86,45,28
2026,"CĒSU NOVADS","026000","ZOSĒNU PAGASTS","026600",305,17,24,13,15,84,64,50,38,153,7,16,5,9,35,28,26,27,152,10,8,8,6,49,36,24,11
2026,"DIENVIDKURZEMES NOVADS","027000","AIZPUTE","027200",3873,199,299,165,215,1124,675,652,544,2072,107,144,85,104,496,355,411,370,1801,92,155,80,111,628,320,241,174
2026,"DIENVIDKURZEMES NOVADS","027000","DURBE","027210",492,28,42,16,21,148,102,75,60,251,9,22,8,9,66,58,38,41,241,19,20,8,12,82,44,37,19
2026,"DIENVIDKURZEMES NOVADS","027000","GROBIŅA","027220",3779,263,384,174,205,1223,570,541,419,2058,136,205,84,108,605,315,320,285,1721,127,179,90,97,618,255,221,134
2026,"DIENVIDKURZEMES NOVADS","027000","PĀVILOSTA","027230",841,31,46,19,34,260,175,160,116,430,19,18,9,15,115,75,91,88,411,12,28,10,19,145,100,69,28
2026,"DIENVIDKURZEMES NOVADS","027000","PRIEKULE","027240",1833,122,125,72,98,526,335,330,225,969,61,58,35,42,243,179,187,164,864,61,67,37,56,283,156,143,61
2026,"DIENVIDKURZEMES NOVADS","027000","AIZPUTES PAGASTS","027400",771,54,62,40,41,234,147,124,69,374,31,34,19,17,87,78,67,41,397,23,28,21,24,147,69,57,28
2026,"DIENVIDKURZEMES NOVADS","027000","BĀRTAS PAGASTS","027410",530,27,47,23,33,168,94,90,48,267,11,25,18,12,73,47,49,32,263,16,22,5,21,95,47,41,16
